"Accident, Maryland",39.62520075,-79.3196694738171
"Big Arm, Montana",47.7979969,-114.2948453
"Chicken, Alaska",64.0849365,-141.874448747455
"Coupon, Pennsylvania",40.5367356,-78.5150161
"Cut And Shoot, Texas",30.3332654,-95.3579939
"Dogtown, Alabama",33.6139936,-86.8838821
"Embarrass, Minnesota",47.6590897,-92.1979465
"Experiment, Georgia",33.276394,-84.2727259962506
"Fertile, Iowa",43.2644001,-93.4182629
